City,Date,Card Type,Exp Type,Gender,Amount,Cluster_KMeans,Cluster_HCA
"Pandhurna, India",2014-03-20,Signature,Food,F,167519,0,1
"Koratla, India",2015-02-11,Gold,Fuel,F,11288,0,0
"Ahmedabad, India",2014-04-10,Signature,Food,M,247954,2,2
"Lachhmangarh, India",2014-10-23,Silver,Grocery,F,289732,1,1
"Morena, India",2014-10-24,Gold,Fuel,M,284226,3,2
"Rohtak, India",2013-10-12,Platinum,Entertainment,M,28531,3,2
"Nautanwa, India",2015-03-06,Signature,Entertainment,F,151460,0,0
"Radhanpur, India",2014-01-20,Silver,Food,F,67764,0,1
"Dalli-Rajhara, India",2015-03-09,Signature,Entertainment,F,101329,0,0
"Shahjahanpur, India",2015-04-01,Signature,Food,F,29093,0,0
"Tiruvannamalai, India",2014-07-09,Platinum,Food,M,78751,3,2
"Mungeli, India",2014-09-24,Platinum,Food,M,138979,3,2
"Thuraiyur, India",2015-04-29,Silver,Food,M,65349,2,3
"Raiganj, India",2015-02-15,Platinum,Food,F,139587,0,0
"Wadi, India",2014-03-01,Gold,Fuel,M,108016,2,2
"Nuzvid, India",2014-04-27,Signature,Food,F,172286,0,1
"Ramdurg, India",2013-10-05,Silver,Grocery,F,296064,1,1
"Sarni, India",2015-02-26,Platinum,Grocery,M,42105,2,3
"Neyyattinkara, India",2013-10-21,Silver,Fuel,F,36878,1,1
"Adoor, India",2015-01-26,Silver,Entertainment,F,8944,0,0
"Pernampattu, India",2015-05-21,Platinum,Entertainment,F,254654,0,0
"Manjlegaon, India",2014-12-18,Signature,Grocery,F,249244,1,1
"Arsikere, India",2014-03-24,Gold,Food,F,150090,0,0
"Ujjain, India",2014-10-11,Signature,Fuel,M,108764,3,2
"Medinipur, India",2014-07-22,Signature,Grocery,F,26474,1,1
"Kanpur, India",2014-03-20,Platinum,Fuel,F,169989,0,1
"Jammu, India",2015-04-13,Silver,Food,M,222271,2,3
"Nagarkurnool, India",2014-07-25,Silver,Bills,F,46549,1,1
"Varkala, India",2015-02-19,Gold,Bills,F,155585,0,0
"Rasra, India",2014-11-28,Gold,Entertainment,F,171922,1,1
"Ramganj Mandi, India",2014-10-08,Gold,Fuel,F,273744,1,1
"Sailu, India",2015-04-02,Platinum,Food,F,251636,0,0
"Maner, India",2015-01-02,Platinum,Fuel,F,60130,0,0
"Sankeshwara, India",2014-11-22,Signature,Fuel,M,270775,3,2
"Tiruvannamalai, India",2013-10-17,Silver,Food,F,223778,1,1
"Tiruvethipuram, India",2015-02-16,Platinum,Entertainment,F,97290,0,0
"Sirkali, India",2015-01-03,Signature,Food,M,88240,2,3
"Kayamkulam, India",2013-11-04,Signature,Food,M,221590,3,2
"Tanuku, India",2013-11-28,Signature,Fuel,F,133377,1,1
"Ongole, India",2014-01-15,Signature,Bills,M,118036,2,3
"Sanawad, India",2014-02-04,Gold,Fuel,F,280922,0,1
"Chittur-Thathamangalam, India",2014-01-17,Signature,Fuel,M,5763,2,2
"Hardoi , India",2014-04-17,Silver,Fuel,F,19155,0,1
"Sidhpur, India",2013-12-04,Signature,Fuel,F,250701,1,1
"Jhargram, India",2014-10-30,Gold,Grocery,M,67345,3,2
"Tura, India",2013-11-27,Silver,Fuel,F,160561,1,1
"Uravakonda, India",2015-03-23,Gold,Food,F,4131,0,0
"Loni, India",2015-05-04,Platinum,Fuel,M,147602,2,3
"Tirukalukundram, India",2013-11-10,Platinum,Entertainment,F,265252,1,1
"Pollachi, India",2014-08-23,Platinum,Grocery,M,79289,3,2
"Madikeri, India",2015-03-04,Silver,Entertainment,M,278998,2,3
"Kharar, India",2014-11-28,Gold,Fuel,F,168017,1,1
"Nimbahera, India",2015-01-26,Gold,Grocery,M,99971,2,3
"Narasapuram, India",2013-10-19,Gold,Entertainment,M,204959,3,2
"Suri, India",2015-04-06,Gold,Grocery,M,239240,2,3
"Ranaghat, India",2015-03-29,Silver,Food,F,19343,0,0
"Udaipur, India",2015-04-12,Platinum,Entertainment,F,92671,0,0
"Cherthala, India",2015-03-16,Signature,Grocery,F,203426,0,0
"Purulia, India",2015-03-27,Gold,Bills,F,169476,0,0
"Kannur, India",2015-04-08,Gold,Bills,F,268469,0,0
"Achalpur, India",2015-04-05,Gold,Bills,F,209805,0,0
"Phaltan, India",2015-04-15,Gold,Grocery,F,210307,0,0
"Mahnar Bazar, India",2014-01-24,Gold,Bills,F,76940,0,0
"Patiala, India",2015-03-09,Gold,Bills,F,246313,0,0
"Radhanpur, India",2014-07-06,Platinum,Grocery,M,288184,3,2
"Jalpaiguri, India",2013-11-27,Platinum,Food,F,182290,1,1
"Kharar, India",2015-03-10,Gold,Grocery,M,214406,2,3
"Chirkunda, India",2013-11-09,Platinum,Grocery,M,83491,3,2
"Machilipatnam, India",2014-09-12,Platinum,Grocery,F,286912,1,1
"Kannur, India",2015-05-13,Gold,Bills,F,139494,0,0
"Parli, India",2015-03-03,Signature,Food,M,6905,2,3
"Panvel, India",2014-03-07,Signature,Food,F,112898,0,1
"Musabani, India",2015-03-27,Silver,Food,F,176658,0,0
"Warora, India",2014-05-21,Silver,Fuel,M,92445,2,2
"Unnao, India",2014-03-26,Platinum,Fuel,F,23935,0,1
"Rampurhat, India",2014-05-29,Signature,Fuel,F,174755,0,1
"Mahasamund, India",2015-02-26,Signature,Bills,M,107885,2,3
"Byasanagar, India",2014-09-03,Gold,Bills,F,281085,1,1
"Bhadrachalam, India",2013-12-17,Platinum,Grocery,M,255926,3,2
"Nowgong, India",2013-11-02,Signature,Grocery,M,42886,3,2
"Palwal, India",2015-05-03,Gold,Food,F,191409,0,0
"Dumka, India",2015-01-27,Signature,Fuel,F,49824,0,0
"Jalandhar Cantt., India",2014-11-26,Silver,Food,M,44293,3,2
"Tuensang, India",2015-01-29,Platinum,Grocery,M,96201,2,3
"Baramula, India",2015-01-31,Platinum,Grocery,M,178803,2,3
"Modasa, India",2014-06-30,Signature,Food,M,130975,2,2
"Vadnagar, India",2014-09-20,Signature,Bills,F,58024,1,1
"Etawah, India",2013-10-31,Silver,Food,M,33688,3,2
"Sainthia, India",2013-12-04,Silver,Grocery,M,77555,3,2
"Jammalamadugu, India",2014-09-04,Platinum,Fuel,M,182872,3,2
"Pollachi, India",2014-09-05,Platinum,Entertainment,M,137160,3,2
"Pipar City, India",2014-11-06,Silver,Bills,M,143524,3,2
"Pollachi, India",2015-05-15,Gold,Fuel,M,240440,2,3
"Talaja, India",2013-10-20,Signature,Fuel,F,119093,1,1
"Revelganj, India",2014-09-19,Platinum,Fuel,M,176210,3,2
"Mandla, India",2014-03-22,Signature,Fuel,M,291739,2,2
"Morvi, India",2015-03-29,Platinum,Bills,F,294627,0,0
"Khair, India",2014-08-27,Silver,Entertainment,M,60818,3,2
"Muktsar, India",2013-12-24,Gold,Bills,F,66387,1,1
"Sambalpur, India",2014-04-29,Signature,Grocery,M,76082,2,2
"Hardwar, India",2014-08-23,Signature,Grocery,M,58849,3,2
"Vikarabad, India",2013-11-21,Signature,Food,F,171591,1,1
"Nokha, India",2014-09-08,Signature,Food,M,197694,3,2
"Bhuj, India",2014-10-13,Silver,Bills,M,43494,3,2
"Manvi, India",2014-04-01,Silver,Fuel,F,103146,0,1
"Port Blair, India",2014-03-08,Platinum,Fuel,F,267057,0,1
"Rameshwaram, India",2013-12-06,Gold,Bills,M,40255,3,2
"Sheopur, India",2014-02-01,Platinum,Food,M,253101,2,2
"Mancherial, India",2014-03-02,Platinum,Entertainment,M,10241,2,3
"Chittur-Thathamangalam, India",2013-11-20,Silver,Grocery,F,86959,1,1
"Jind, India",2014-09-27,Gold,Fuel,M,57331,3,2
"Ujhani, India",2014-11-27,Signature,Food,M,49034,3,2
"Lunawada, India",2015-05-10,Platinum,Food,F,166492,0,0
"Sidhi, India",2015-04-15,Silver,Entertainment,F,263728,0,0
"Mhow Cantonment, India",2014-05-30,Gold,Fuel,F,226960,0,1
"Seoni-Malwa, India",2014-12-16,Signature,Fuel,M,141318,3,2
"Visakhapatnam, India",2014-08-21,Platinum,Fuel,M,276571,3,2
"Wadi, India",2014-12-17,Platinum,Bills,F,267305,1,1
"Sirsa, India",2014-07-13,Silver,Grocery,F,242151,1,1
"Ottappalam, India",2014-03-07,Signature,Grocery,F,101464,0,1
"Thrissur, India",2014-08-23,Silver,Entertainment,F,259476,1,1
"Vaniyambadi, India",2014-12-11,Signature,Grocery,M,175194,3,2
"Udaipurwati, India",2015-05-10,Signature,Bills,M,73085,2,3
"Wokha, India",2013-12-17,Gold,Food,M,172193,3,2
"Tuljapur, India",2013-12-31,Silver,Bills,M,216861,3,2
"Tuljapur, India",2015-04-28,Silver,Entertainment,F,124386,0,0
"Kakinada, India",2013-10-17,Silver,Bills,F,155208,1,1
"Moradabad, India",2014-01-30,Platinum,Food,M,257626,2,2
"Mahasamund, India",2015-04-20,Platinum,Entertainment,M,260431,2,3
"Supaul, India",2015-04-02,Gold,Bills,F,258622,0,0
"Belagavi, India",2013-12-12,Signature,Fuel,F,76193,1,1
"Mandla, India",2015-05-23,Silver,Bills,M,144355,2,3
"Maner, India",2014-04-28,Platinum,Grocery,M,91315,2,2
"Palwal, India",2014-12-28,Signature,Entertainment,M,10479,3,2
"Neyyattinkara, India",2013-10-30,Platinum,Entertainment,F,33291,1,1
"Padrauna, India",2015-02-19,Silver,Grocery,F,41457,0,0
"Alappuzha, India",2015-04-27,Signature,Food,F,295341,0,0
"Bhadrak, India",2014-12-17,Signature,Bills,M,256485,3,2
"Radhanpur, India",2013-11-22,Platinum,Grocery,F,101680,1,1
"Yanam, India",2014-11-05,Signature,Entertainment,M,267986,3,2
"Thane, India",2014-10-16,Platinum,Bills,F,7214,1,1
"Rajula, India",2013-10-15,Signature,Entertainment,F,238561,1,1
"Gudur, India",2014-09-20,Gold,Bills,M,175474,3,2
"Usilampatti, India",2013-10-12,Silver,Fuel,F,283879,1,1
"Mandi Dabwali, India",2014-05-25,Platinum,Grocery,F,53148,0,1
"Palanpur, India",2015-04-01,Platinum,Fuel,F,40658,0,0
"Sumerpur, India",2014-03-09,Signature,Entertainment,M,115342,2,3
"Shoranur, India",2015-01-29,Platinum,Entertainment,F,131171,0,0
"Narsinghgarh, India",2014-10-14,Signature,Bills,F,93132,1,1
"Bhongir, India",2015-02-09,Platinum,Bills,F,106909,0,0
"Karimganj, India",2015-03-01,Silver,Bills,F,148204,0,0
"Nahan, India",2013-11-08,Gold,Entertainment,F,297630,1,1
"Raipur, India",2015-04-28,Silver,Fuel,M,103575,2,3
"Kothagudem, India",2013-11-18,Signature,Fuel,F,188980,1,1
"Pandharpur, India",2015-03-09,Gold,Grocery,M,188674,2,3
"Kadapa, India",2013-10-05,Platinum,Entertainment,M,281053,3,2
"Dalli-Rajhara, India",2014-09-18,Silver,Grocery,F,272894,1,1
"Sehore, India",2014-03-16,Platinum,Entertainment,M,9511,2,3
"Palacole, India",2014-05-11,Signature,Entertainment,M,28466,2,3
"Mandla, India",2014-11-23,Signature,Fuel,F,166116,1,1
"Agartala, India",2013-11-08,Silver,Food,M,31837,3,2
"Erode, India",2013-11-15,Platinum,Food,F,228837,1,1
"Tarikere, India",2014-02-04,Platinum,Bills,M,222914,2,3
"Mahuva, India",2014-08-02,Signature,Food,M,271647,3,2
"Panchkula, India",2014-04-20,Signature,Grocery,M,189693,2,2
"Dhamtari, India",2014-01-17,Signature,Bills,M,141854,2,3
"Siliguri, India",2014-04-25,Platinum,Food,F,257212,0,1
"Soron, India",2013-12-31,Silver,Entertainment,M,238823,3,2
"Manwath, India",2014-11-23,Platinum,Grocery,F,52433,1,1
"Adityapur, India",2013-11-12,Signature,Food,F,296944,1,1
"Sirkali, India",2014-03-13,Gold,Grocery,M,14468,2,2
"Usilampatti, India",2014-06-27,Silver,Entertainment,F,11709,0,1
"Vapi, India",2015-04-25,Platinum,Bills,F,265533,0,0
"Nanjikottai, India",2014-01-03,Platinum,Grocery,F,84951,0,1
"Motihari, India",2015-03-03,Platinum,Entertainment,F,272730,0,0
"Nawada, India",2015-04-28,Gold,Food,M,19804,2,3
"Fatehpur Sikri, India",2014-12-24,Silver,Entertainment,M,293840,3,2
"Ashok Nagar, India",2014-06-22,Gold,Bills,M,237251,2,3
"Sunabeda, India",2015-03-09,Silver,Entertainment,M,226232,2,3
"Yavatmal, India",2015-02-10,Silver,Fuel,M,196241,2,3
"Palia Kalan, India",2014-10-11,Signature,Bills,F,133091,1,1
"Malappuram, India",2014-07-14,Signature,Bills,M,32498,3,2
"Kolar, India",2014-12-05,Platinum,Food,F,89696,1,1
"Kozhikode, India",2014-01-15,Signature,Bills,F,199232,0,1
"Phalodi, India",2015-03-01,Silver,Entertainment,F,31528,0,0
"Sailu, India",2014-08-16,Silver,Entertainment,M,106045,3,2
"Suar, India",2015-04-13,Signature,Food,M,214205,2,3
"Kapurthala, India",2013-12-09,Gold,Entertainment,F,191272,1,1
"Kandukur, India",2014-08-01,Silver,Fuel,M,170170,3,2
"Sailu, India",2013-10-08,Platinum,Fuel,F,273936,1,1
"Guntur, India",2014-12-21,Platinum,Grocery,M,236140,3,2
"Ludhiana, India",2013-10-05,Silver,Food,M,288687,3,2
"Brahmapur, India",2014-03-03,Silver,Grocery,M,207295,2,2
"Pen, India",2013-11-11,Silver,Grocery,M,109411,3,2
"Jharsuguda, India",2014-04-21,Gold,Fuel,M,26412,2,2
"Proddatur, India",2014-12-04,Platinum,Bills,F,215046,1,1
"Aurangabad, India",2015-03-27,Gold,Fuel,M,104069,2,3
"Naidupet, India",2015-04-17,Gold,Food,M,70789,2,3
"Tiptur, India",2015-05-04,Silver,Fuel,M,151652,2,3
"Mandsaur, India",2013-11-10,Signature,Fuel,F,176620,1,1
"Vellakoil, India",2014-04-17,Silver,Grocery,F,3967,0,1
"Nadbai, India",2014-01-08,Platinum,Fuel,M,131949,2,2
"Sunam, India",2014-08-03,Platinum,Fuel,M,74665,3,2
"Osmanabad, India",2013-10-19,Gold,Bills,M,239468,3,2
"Rajagangapur, India",2015-01-06,Silver,Food,F,162370,0,0
"Arakkonam, India",2013-12-24,Gold,Bills,F,182959,1,1
"Raayachuru, India",2015-02-09,Silver,Entertainment,F,259095,0,0
"Dehradun, India",2014-03-05,Signature,Fuel,M,145312,2,2
"Tharad, India",2014-11-08,Signature,Grocery,F,49490,1,1
"Bhadrachalam, India",2014-12-17,Platinum,Entertainment,M,219511,3,2
"Rajsamand, India",2014-10-04,Silver,Bills,F,66654,1,1
"Ludhiana, India",2013-10-26,Gold,Food,M,149950,3,2
"Kishanganj, India",2014-07-29,Platinum,Entertainment,F,231166,1,0
"Tiptur, India",2014-10-12,Platinum,Fuel,M,270721,3,2
"Sihor, India",2014-11-09,Signature,Food,F,229693,1,1
"Adilabad, India",2013-10-20,Signature,Food,M,80193,3,2
"Bharuch, India",2014-10-13,Silver,Grocery,F,198527,1,1
"Sehore, India",2015-04-04,Gold,Bills,M,249938,2,3
"Wadhwan, India",2014-03-05,Signature,Bills,M,194091,2,3
"Utraula, India",2015-05-12,Gold,Entertainment,M,182143,2,3
"Patti, India",2015-04-21,Gold,Food,F,28811,0,0
"Mahasamund, India",2015-05-16,Platinum,Fuel,M,241057,2,3
"Akola, India",2015-04-08,Platinum,Bills,M,286377,2,3
"Sainthia, India",2014-06-28,Silver,Fuel,F,275029,0,1
"Nokha, India",2015-03-12,Signature,Entertainment,F,151930,0,0
"Vadodara, India",2014-02-08,Signature,Bills,M,280310,2,3
"Darbhanga, India",2015-01-15,Gold,Fuel,M,169093,2,3
"Valsad, India",2015-03-30,Gold,Grocery,M,5771,2,3
"Karaikal, India",2014-05-24,Signature,Food,M,63906,2,2
"Thangadh, India",2014-12-12,Gold,Entertainment,F,281454,1,1
"Fatehpur Sikri, India",2015-02-20,Silver,Entertainment,M,291981,2,3
"Arambagh, India",2014-05-19,Silver,Grocery,F,153655,0,1
"Kaithal, India",2014-07-08,Platinum,Food,M,141482,3,2
"Umarga, India",2014-12-23,Platinum,Fuel,F,186751,1,1
"Lakhimpur, India",2014-08-03,Platinum,Fuel,M,194196,3,2
"Sujangarh, India",2014-05-10,Signature,Entertainment,F,293458,0,1
"Chikkamagaluru, India",2015-02-18,Platinum,Grocery,F,37097,0,0
"Mainaguri, India",2014-02-19,Platinum,Fuel,M,30804,2,2
"Bhadrachalam, India",2014-11-09,Platinum,Food,F,233955,1,1
"Davanagere, India",2014-03-19,Signature,Bills,F,161322,0,1
"Taliparamba, India",2014-06-22,Platinum,Fuel,M,103616,2,2
"Nabadwip, India",2014-03-30,Silver,Fuel,F,249529,0,1
"Kharagpur, India",2014-08-23,Signature,Grocery,M,87144,3,2
"Sahibganj, India",2014-07-19,Silver,Grocery,M,152835,3,2
"Raisen, India",2014-06-07,Gold,Bills,F,265875,0,0
"Srikalahasti, India",2015-04-07,Platinum,Fuel,M,17803,2,3
"Pratapgarh, India",2013-12-17,Signature,Grocery,M,282812,3,2
"Wani, India",2014-10-24,Platinum,Bills,M,105924,3,2
"Markapur, India",2013-11-24,Gold,Entertainment,M,33186,3,2
"Keshod, India",2013-10-24,Gold,Bills,F,55571,1,1
"Uran Islampur, India",2015-05-15,Platinum,Entertainment,M,181513,2,3
"Pilani, India",2015-02-09,Signature,Grocery,F,167109,0,0
"Pondicherry, India",2013-11-13,Gold,Food,F,172156,1,1
"Saharanpur, India",2015-01-25,Gold,Fuel,M,148674,2,3
"Narsinghgarh, India",2015-05-25,Signature,Grocery,F,254718,0,0
"Giridih, India",2015-01-11,Platinum,Bills,M,204283,2,3
"Nabarangapur, India",2014-08-11,Platinum,Grocery,M,164846,3,2
"Shrigonda, India",2014-01-25,Silver,Entertainment,M,104873,2,3
"Pithampur, India",2014-12-23,Silver,Entertainment,F,21673,1,1
"Pathanamthitta, India",2013-12-15,Gold,Food,F,24568,1,1
"Tilhar, India",2014-05-06,Gold,Bills,M,238763,2,3
"Sanand, India",2014-05-25,Silver,Bills,F,137819,0,1
"Yavatmal, India",2014-02-13,Platinum,Fuel,M,128584,2,2
"Amritsar, India",2014-05-03,Signature,Fuel,M,239596,2,2
"Uchgaon, India",2015-03-01,Silver,Bills,M,166956,2,3
"Rajkot, India",2014-01-20,Gold,Grocery,M,19699,2,2
"Thoubal, India",2014-07-01,Platinum,Fuel,M,3616,3,2
"Koyilandy, India",2013-10-24,Signature,Grocery,F,277060,1,1
"Kandukur, India",2014-02-12,Gold,Fuel,F,270582,0,1
"Ramgarh, India",2013-12-24,Gold,Fuel,F,108293,1,1
"Padrauna, India",2014-11-20,Silver,Bills,M,213026,3,2
"Muddebihal, India",2014-09-16,Platinum,Bills,F,119215,1,1
"Petlad, India",2015-03-06,Gold,Fuel,M,195017,2,3
"Aligarh, India",2014-09-18,Platinum,Bills,M,249082,3,2
"Nuzvid, India",2014-06-30,Platinum,Bills,F,179577,0,0
"Nagpur, India",2014-03-29,Platinum,Entertainment,M,34887,2,3
"Murshidabad, India",2014-06-04,Platinum,Fuel,M,26311,2,2
"Noida, India",2015-03-29,Platinum,Entertainment,F,129478,0,0
"Ramnagar, India",2015-04-23,Gold,Food,F,34575,0,0
"Surat, India",2014-12-27,Silver,Grocery,M,272110,3,2
"Naugachhia, India",2014-03-18,Gold,Grocery,M,154216,2,2
"Rajakhera, India",2013-11-26,Signature,Grocery,F,39010,1,1
"Akot, India",2015-01-10,Silver,Fuel,F,292355,0,0
"Raisen, India",2014-05-31,Signature,Fuel,F,258916,0,1
"Motihari, India",2014-09-14,Gold,Bills,M,20695,3,2
"Pratapgarh, India",2015-02-12,Silver,Food,F,86673,0,0
"Srikalahasti, India",2014-02-19,Gold,Bills,M,220702,2,3
"Mandideep, India",2013-11-29,Platinum,Grocery,M,89349,3,2
"Soro, India",2014-01-28,Gold,Entertainment,F,298312,0,0
"Chirkunda, India",2014-06-27,Silver,Grocery,F,189449,0,1
"Tarakeswar, India",2014-06-10,Signature,Food,F,291571,0,1
"Vasai-Virar, India",2014-03-27,Gold,Food,F,196687,0,0
"Adilabad, India",2015-03-20,Silver,Bills,F,122336,0,0
"Lunglei, India",2015-02-20,Platinum,Food,F,145697,0,0
"Kozhikode, India",2014-11-03,Silver,Food,F,14266,1,1
"Adoor, India",2014-05-22,Gold,Bills,F,6536,0,0
"Sardhana, India",2014-11-17,Signature,Food,F,189648,1,1
"Tundla, India",2013-10-25,Signature,Entertainment,F,265749,1,1
"Moradabad, India",2013-12-10,Platinum,Entertainment,M,180946,3,2
"Ramanathapuram, India",2013-12-01,Silver,Grocery,M,186325,3,2
"Guntakal, India",2014-11-22,Silver,Bills,F,61223,1,1
"Ponnur, India",2014-03-25,Silver,Bills,M,272517,2,3
"Mahasamund, India",2015-04-08,Platinum,Fuel,M,153691,2,3
"Karwar, India",2014-01-03,Silver,Entertainment,M,5344,2,3
"Udupi, India",2014-10-02,Platinum,Entertainment,M,57043,3,2
"Sadulpur, India",2014-04-28,Gold,Entertainment,M,185772,2,3
"Aurangabad, India",2014-07-10,Platinum,Bills,F,54690,1,1
"Charkhi Dadri, India",2014-11-19,Platinum,Entertainment,M,148633,3,2
"Patiala, India",2015-02-14,Signature,Grocery,M,2801,2,3
"Shahdol, India",2014-08-15,Gold,Grocery,M,179857,3,2
"Rampurhat, India",2013-10-23,Gold,Food,F,196747,1,1
"Shujalpur, India",2014-05-30,Silver,Grocery,M,155545,2,2
"Mahuva, India",2014-12-29,Silver,Grocery,F,42691,1,1
"Yerraguntla, India",2014-07-03,Platinum,Entertainment,F,14764,1,1
"Sironj, India",2014-07-17,Gold,Bills,M,212805,3,2
"Muzaffarpur, India",2015-03-28,Silver,Grocery,F,201884,0,0
"Talcher, India",2014-11-18,Platinum,Food,M,253433,3,2
"Ramachandrapuram, India",2015-02-26,Silver,Bills,M,220350,2,3
"Kolkata, India",2015-04-04,Platinum,Food,M,14028,2,3
"Palacole, India",2014-05-12,Platinum,Food,M,175386,2,2
"Nadbai, India",2014-08-15,Silver,Grocery,F,231524,1,1
"Manwath, India",2014-10-17,Gold,Fuel,F,200771,1,1
"Adityapur, India",2014-04-19,Gold,Fuel,F,209829,0,1
"Neyveli (TS), India",2014-02-19,Signature,Grocery,F,93381,0,1
"Hajipur, India",2013-12-25,Silver,Entertainment,M,229269,3,2
"Sholingur, India",2014-10-08,Gold,Food,F,234591,1,1
"Jhansi, India",2014-04-25,Signature,Bills,M,292691,2,3
"Narayanpet, India",2014-02-01,Platinum,Food,M,105099,2,2
"Bhabua, India",2015-05-07,Platinum,Fuel,F,268343,0,0
"Porbandar, India",2015-03-03,Signature,Bills,F,16732,0,0
"Mangrulpir, India",2014-10-19,Platinum,Bills,M,62960,3,2
"Amroha, India",2014-05-24,Silver,Grocery,F,296502,0,1
"Muddebihal, India",2014-07-15,Platinum,Fuel,F,147717,1,1
"Bhilwara, India",2013-10-25,Platinum,Food,M,89663,3,2
"Thrissur, India",2013-12-13,Silver,Grocery,F,286655,1,1
"Nagina, India",2014-09-27,Signature,Food,M,6874,3,2
"Chirmiri, India",2015-03-24,Signature,Fuel,F,115183,0,0
"Davanagere, India",2015-02-22,Platinum,Bills,F,74543,0,0
"Gudivada, India",2014-05-04,Platinum,Entertainment,M,178754,2,2
"Nanded-Waghala, India",2013-12-13,Signature,Food,M,224131,3,2
"Rosera, India",2013-12-13,Silver,Fuel,M,119272,3,2
"Barpeta, India",2015-04-25,Platinum,Food,M,90416,2,3
"Moga, India",2014-07-31,Gold,Bills,F,177980,1,1
"Solan, India",2014-03-15,Silver,Bills,F,277084,0,1
"Nagercoil, India",2014-10-08,Platinum,Food,M,19479,3,2
"Vikramasingapuram, India",2013-12-26,Gold,Bills,M,214067,3,2
"Nadbai, India",2015-01-21,Silver,Entertainment,F,23952,0,0
"Mahnar Bazar, India",2014-11-09,Silver,Fuel,F,50784,1,1
"Oddanchatram, India",2014-01-02,Gold,Entertainment,F,275108,0,0
"Vyara, India",2015-02-03,Silver,Grocery,F,43454,0,0
"Nohar, India",2015-01-02,Platinum,Grocery,F,171199,0,0
"Haldwani-cum-Kathgodam, India",2013-10-07,Silver,Food,M,212679,3,2
"Nainital, India",2015-04-08,Platinum,Entertainment,F,277726,0,0
"Raayachuru, India",2015-04-24,Signature,Food,F,263881,0,0
"Motihari, India",2014-07-27,Gold,Fuel,F,238975,1,1
"Muvattupuzha, India",2015-04-13,Signature,Entertainment,M,143118,2,3
"Ballari, India",2014-03-25,Silver,Grocery,M,105356,2,2
"Raxaul Bazar, India",2015-04-20,Platinum,Fuel,F,197753,0,0
"Rawatbhata, India",2015-04-22,Platinum,Food,M,136616,2,3
"Mathura, India",2014-12-22,Platinum,Entertainment,F,198888,1,1
"Orai, India",2014-07-16,Platinum,Grocery,M,166763,3,2
"Amritsar, India",2014-07-16,Signature,Fuel,M,57193,3,2
"Chittur-Thathamangalam, India",2014-05-17,Signature,Fuel,F,129644,0,1
"Jehanabad, India",2014-04-03,Silver,Food,M,131154,2,3
"Bhuj, India",2015-01-17,Gold,Fuel,F,32345,0,0
"Purnia, India",2015-01-23,Signature,Entertainment,F,219615,0,0
"Palanpur, India",2014-09-30,Platinum,Fuel,F,114386,1,1
"Gobindgarh, India",2014-09-25,Gold,Bills,M,113478,3,2
"Shirur, India",2015-02-12,Signature,Bills,F,168434,0,0
"Vaijapur, India",2014-02-26,Platinum,Fuel,M,62273,2,2
"Siddipet, India",2014-06-26,Gold,Fuel,M,102690,2,2
"Maner, India",2015-04-12,Signature,Bills,M,234921,2,3
"Wadgaon Road, India",2015-03-18,Gold,Food,F,267183,0,0
"Hisar, India",2014-12-03,Silver,Food,F,38079,1,1
"Raghogarh-Vijaypur, India",2015-04-26,Silver,Entertainment,F,167150,0,0
"Ottappalam, India",2015-05-14,Signature,Grocery,F,96412,0,0
"Zira, India",2013-11-27,Platinum,Food,F,107759,1,1
"Masaurhi, India",2015-01-22,Silver,Bills,F,96825,0,0
"Vijainagar Ajmer, India",2014-12-31,Silver,Entertainment,M,79119,3,2
"Rishikesh, India",2014-11-15,Gold,Entertainment,F,32647,1,1
"Rosera, India",2014-06-24,Silver,Entertainment,M,71046,2,3
"Tirukkoyilur, India",2014-02-24,Silver,Entertainment,M,65548,2,3
"Rewa, India",2014-12-29,Signature,Entertainment,F,103349,1,1
"Risod, India",2013-11-30,Platinum,Grocery,F,31101,1,1
"Kapadvanj, India",2014-03-11,Silver,Fuel,M,181135,2,2
"Sathyamangalam, India",2014-07-01,Silver,Grocery,M,96424,3,2
"Raurkela, India",2014-08-18,Gold,Grocery,M,229943,3,2
"Batala, India",2013-12-21,Platinum,Bills,F,57374,1,1
"Kendrapara, India",2014-07-08,Silver,Fuel,M,130177,3,2
"Hisar, India",2014-04-21,Signature,Entertainment,F,156495,0,1
"Thane, India",2014-03-30,Platinum,Food,M,147350,2,2
"Chirala, India",2015-02-01,Platinum,Grocery,M,114467,2,3
"Seoni, India",2015-03-26,Signature,Grocery,M,9327,2,3
"Amreli, India",2015-04-04,Silver,Food,M,225321,2,3
"Pen, India",2015-02-08,Signature,Grocery,M,111528,2,3
"Medinipur, India",2014-01-15,Platinum,Entertainment,F,244923,0,0
"Delhi, India",2014-08-10,Platinum,Bills,F,233668,1,1
"Ramnagar, India",2014-08-16,Signature,Grocery,F,299510,1,1
"Pithapuram, India",2014-05-15,Silver,Grocery,F,248269,0,1
"Hapur, India",2014-01-04,Gold,Food,M,183015,2,2
"Saunda, India",2014-04-20,Platinum,Bills,M,200951,2,3
"Sangamner, India",2014-04-09,Gold,Bills,F,77958,0,0
"Chennai, India",2015-03-25,Gold,Grocery,F,129117,0,0
"Pune, India",2014-11-25,Platinum,Food,M,134555,3,2
"Chennai, India",2013-10-09,Platinum,Food,M,1175,3,2
"Pune, India",2014-05-06,Gold,Food,F,164122,0,0
